,sklearn_accuracy_mean,sklearn_f1_score_mean,sklearn_model_1,sklearn_precision_mean,sklearn_recall_mean,sklearn_time_mean,sklearn_e_accuracy_mean,sklearn_e_f1_score_mean,sklearn_e_model_1,sklearn_e_precision_mean,sklearn_e_recall_mean,sklearn_e_time_mean,sklearn_m_accuracy_mean,sklearn_m_f1_score_mean,sklearn_m_model_1,sklearn_m_precision_mean,sklearn_m_recall_mean,sklearn_m_time_mean,sklearn_v_accuracy_mean,sklearn_v_f1_score_mean,sklearn_v_model_1,sklearn_v_precision_mean,sklearn_v_recall_mean,sklearn_v_time_mean,autoweka_accuracy_mean,autoweka_f1_score_mean,autoweka_model_1,autoweka_precision_mean,autoweka_recall_mean,autoweka_time_mean,recipe_valid_acc,recipe_valid_precision,recipe_valid_recall,recipe_valid_f1,recipe_train_acc,recipe_train_precision,recipe_train_recall,recipe_train_f1,recipe_test_acc,recipe_test_precision,recipe_test_recall,recipe_test_f1,smartml_model,smartml_train_acc,smartml_valid_acc,tpot_accuracy_mean,tpot_f1_score_mean,tpot_model_1,tpot_precision_mean,tpot_recall_mean,tpot_time_mean
phpoOxxNn,0.8275,0.8263868770118772,passive_aggressive,0.8576309523809523,0.8275,,0.8325,0.8273286574536576,qda,0.8691785714285715,0.8325,,0.805,0.8064266011766011,libsvm_svc,0.8359136904761906,0.805,,0.78,0.7767305333555333,random_forest,0.8158333333333334,0.78,,0.77,0.7728568240000001,functions.SimpleLogistic,0.821133929,0.77,,0.8055555555555556,0.8230687830687831,0.8055555555555556,0.7969055635722301,1.0,1.0,1.0,1.0,0.825,0.8570089285714285,0.825,0.8200593018093018,svm,0.999165971643036,"0.855
",,,None,,,
phpoW7Dbi,1.0,1.0,lda,1.0,1.0,,0.9933993399339934,0.9933994837266926,k_nearest_neighbors,0.9934861907243354,0.9933993399339934,,1.0,1.0,extra_trees,1.0,1.0,,1.0,1.0,random_forest,1.0,1.0,,0.894389439,0.89439174,functions.SMO,0.894471976,0.894389439,,0.9963369963369964,0.9963633488813345,0.9963369963369964,0.9963367996999712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,naiveBayes,0.526952695269527,"0.488448844884488
",0.9966996699669968,0.9966995261508004,None,0.9967211006814968,0.9966996699669968,
phprAeXmK,0.9543850739087434,0.9477165597173016,random_forest,0.9480784205069898,0.9543850739087434,,0.9558641397806348,0.9496540943262788,random_forest,0.9501590403253616,0.9558641397806348,,0.9543850739087434,0.9477165597173016,random_forest,0.9480784205069898,0.9543850739087434,,0.9543850739087434,0.9477165597173016,random_forest,0.9480784205069898,0.9543850739087434,,0.9327069579999999,0.92928379,trees.RandomForest,0.926504917,0.9327069579999999,,,,,,,,,,,,,,,,,,,None,,,
phptd5jYj,0.9423558897243108,0.942458979207832,passive_aggressive,0.94573080694266,0.9423558897243108,,0.9323308270676692,0.9325429986970156,adaboost,0.9366525103367208,0.9323308270676692,,0.9398496240601504,0.9402455287697544,libsvm_svc,0.9450262496175148,0.9398496240601504,,0.9298245614035088,0.9299699422065192,libsvm_svc,0.9347789702859364,0.9298245614035088,,0.84962406,0.85072291,functions.Logistic,0.857837953,0.84962406,,0.9220055710306406,0.9267978620577938,0.9220055710306406,0.922275458583249,1.0,1.0,1.0,1.0,0.924812030075188,0.9283570006922526,0.924812030075188,0.92544605984287,rda,0.989112227805695,"0.93734335839599
",0.924812030075188,0.9246020673411638,None,0.9272841388159512,0.924812030075188,
phpvcoG8S,,,None,,,,0.6389066045711405,0.6365553416907217,extra_trees,0.6364915652929614,0.6389066045711405,,0.6353914836183499,0.6352001899930809,extra_trees,0.6350353794504912,0.6353914836183499,,0.6549842042033134,0.648498576172537,random_forest,0.653111338136424,0.6549842042033134,,0.641976774,0.625193533,bayes.BayesNet,0.644657949,0.641976774,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA
",,,None,,,
phpvtdNPU,0.875,0.8674566174566175,sgd,0.8833333333333333,0.875,,0.875,0.8674566174566175,sgd,0.8833333333333333,0.875,,0.875,0.8722222222222222,lda,0.8854166666666666,0.875,,0.875,0.8393939393939394,random_forest,0.8090277777777778,0.875,,0.0,0.0,None,0.0,0.0,,0.8181818181818182,0.8454545454545456,0.8181818181818182,0.8065656565656567,1.0,1.0,1.0,1.0,0.875,0.8090277777777778,0.875,0.8393939393939394,bagging,1,"0.666666666666667
",,,None,,,
phpxijhaP,0.9832432432432432,0.9832425822320264,lda,0.9832884695782176,0.9832432432432432,,0.9832432432432432,0.9832425822320264,passive_aggressive,0.9832884695782176,0.9832432432432432,,0.9832432432432432,0.9832425822320264,qda,0.9832884695782176,0.9832432432432432,,0.9832432432432432,0.9832427976800104,sgd,0.9832705095733062,0.9832432432432432,,0.984324324,0.984323706,functions.SMO,0.984369687,0.984324324,,0.9795795795795795,0.9796044039029029,0.9795795795795795,0.9795792701989133,0.9827027027027027,0.9827117293062602,0.9827027027027027,0.9827026218384074,0.981081081081081,0.981175268343964,0.981081081081081,0.9810797155687588,naiveBayes,0.977117117117117,"0.982162162162162
",0.9827027027027028,0.9827021366228637,None,0.9827383282963152,0.9827027027027028,
pokerhand-normalized,0.9985206696221116,0.9982979256394868,random_forest,0.9984653457431276,0.9985206696221116,,0.9956150718038024,0.994808505868394,lda,0.9956107039400656,0.9956150718038024,,0.9953401093096512,0.99465859744955,random_forest,0.9953337357597648,0.9953401093096512,,0.9961505250818856,0.9953486426796292,random_forest,0.9954549593370862,0.9961505250818856,,0.79443418,0.7744976659999999,trees.RandomForest,0.803999026,0.79443418,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA
",,,None,,,
schizo,0.9411764705882352,0.9413115224565934,gradient_boosting,0.9417142857142856,0.9411764705882352,,0.9647058823529412,0.964786913473956,gradient_boosting,0.9651428571428572,0.9647058823529412,,0.9294117647058824,0.9294117647058824,gradient_boosting,0.9294117647058824,0.9294117647058824,,0.976470588235294,0.9763403263403264,adaboost,0.9773584905660376,0.976470588235294,,1.0,1.0,rules.OneR,1.0,1.0,,0.5974025974025974,0.5975881261595548,0.5974025974025975,0.5965855554896652,0.8627450980392157,0.8680148431152976,0.8627450980392157,0.8623643104071979,0.5647058823529412,0.5977603583426653,0.5647058823529412,0.567845748370093,svm,0.466666666666667,"0.494117647058824
",,,None,,,
shuttle,0.999793103448276,0.9997922984775232,gradient_boosting,0.9997974381088434,0.999793103448276,,0.9997241379310344,0.999720885303648,gradient_boosting,0.999728472591602,0.9997241379310344,,0.9998620689655172,0.9998716475095786,gradient_boosting,0.9999014778325124,0.9998620689655172,,0.9997241379310344,0.9997233203818622,adaboost,0.9997285029814548,0.9997241379310344,,0.9987586209999999,0.998532648,trees.REPTree,0.998415045,0.9987586209999999,,,,,,,,,,,,,,c50,0.999977011494253,"0.999793103448276
",,,None,,,
solar-flare_1,0.6962025316455697,0.7136644632964916,gradient_boosting,0.7332730560578662,0.6962025316455697,,0.7468354430379747,0.7349471252915468,adaboost,0.7296158882584025,0.7468354430379747,,0.7215189873417721,0.7357341445065907,gradient_boosting,0.7516110471806674,0.7215189873417721,,0.7594936708860759,0.7449942462600692,libsvm_svc,0.7490227103499627,0.7594936708860759,,0.797468354,0.782581005,meta.RandomCommittee,0.778658672,0.797468354,,0.676056338028169,0.6497833152762731,0.676056338028169,0.6535983578237099,0.788135593220339,0.7431473893338301,0.788135593220339,0.7625721110876383,0.7721518987341772,0.7507778203980735,0.7721518987341772,0.760168776371308,bagging,0.75,"0.683544303797468
",0.7341772151898734,0.7230227129903941,None,0.7126160337552743,0.7341772151898734,
synthetic_control,0.9666666666666668,0.9665997546559606,libsvm_svc,0.9667562724014336,0.9666666666666668,,0.9666666666666668,0.9663379119763847,extra_trees,0.9700603318250376,0.9666666666666668,,0.9666666666666668,0.9665997546559606,libsvm_svc,0.9667562724014336,0.9666666666666668,,0.96,0.959930420255534,libsvm_svc,0.9603460159911772,0.96,,0.966666667,0.9663379120000001,meta.Vote,0.9700603320000001,0.966666667,,0.9777777777777777,0.9804444444444446,0.9777777777777777,0.9776322967812329,1.0,1.0,1.0,1.0,0.16666666666666666,0.027777777777777773,0.16666666666666666,0.047619047619047616,rda,1,"0.973333333333333
",0.9866666666666668,0.9866506165307654,None,0.9871381306865178,0.9866666666666668,
tumors_C,0.6,0.6,gradient_boosting,0.6,0.6,,0.6666666666666666,0.6772486772486773,lda,0.6933333333333334,0.6666666666666666,,0.4666666666666667,0.4933333333333333,passive_aggressive,0.5333333333333333,0.4666666666666667,,0.6,0.6,lda,0.6,0.6,,0.6,0.6,functions.SMO,0.6,0.6,,0.6428571428571429,0.6285714285714287,0.6428571428571429,0.6324143692564744,0.9111111111111111,0.9164192532613585,0.9111111111111111,0.9119341563786009,0.4666666666666667,0.5904761904761905,0.4666666666666667,0.4962962962962963,svm,0.977777777777778,"0.6
",0.6666666666666666,0.5866666666666667,None,0.5238095238095238,0.6666666666666666,
umistfacescropped,0.9652777777777778,0.9668016127391128,random_forest,0.9794523442092888,0.9652777777777778,,0.9675925925925926,0.9691917650250982,lda,0.9816027336860672,0.9675925925925926,,0.9652777777777778,0.9674272486772488,random_forest,0.981746031746032,0.9652777777777778,,0.9652777777777778,0.9674272486772488,random_forest,0.981746031746032,0.9652777777777778,,0.0,0.0,None,0.0,0.0,,,,,,,,,,,,,,svm,1,"0.993055555555556
",,,None,,,
vowel,1.0,1.0,passive_aggressive,1.0,1.0,,1.0,1.0,libsvm_svc,1.0,1.0,,0.9986559139784946,0.9986700593470664,sgd,0.998717008797654,0.9986559139784946,,0.9986559139784946,0.9986700593470664,libsvm_svc,0.998717008797654,0.9986559139784946,,1.0,1.0,lazy.IBk,1.0,1.0,,0.9506726457399103,0.9572301318676316,0.9506726457399103,0.9529873725435618,1.0,1.0,1.0,1.0,0.9153225806451613,0.8378154266389178,0.9153225806451613,0.874855687606112,randomForest,1,"1
",1.0,1.0,None,1.0,1.0,
wine-quality-red,0.6783333333333333,0.6561810613567093,extra_trees,0.6427111418722152,0.6783333333333333,,0.6783333333333333,0.6551103818691569,k_nearest_neighbors,0.6420336081713628,0.6783333333333333,,0.6633333333333332,0.6438949507006908,adaboost,0.6371702616756072,0.6633333333333332,,0.6458333333333334,0.6278235621363301,random_forest,0.6232169100886898,0.6458333333333334,,0.6975,0.679235335,trees.RandomForest,0.6703716789999999,0.6975,,0.575,0.5575473086627418,0.575,0.5655944147860551,0.8198498748957465,0.8216551722481109,0.8198498748957465,0.8182036334049573,0.635,0.6247605263157895,0.635,0.6193601722497621,bagging,0.892410341951626,"0.6425
",0.6866666666666666,0.6673174755718455,None,0.6592209567039721,0.6866666666666666,
